Name,Category,Phone,Email,Website,Address,general_info,Source,
Stor-It Vault,"Self Storage, Cold Storage Warehouses, Storage Household & Commercial",(661) 725-0498,,http://www.vaultstorage.com/,,,yellowpage,
Walgreens Distribution Center,Warehouses-Merchandise,(858) 634-5660,,http://walgreens.com/,,,yellowpage,
"Priority Personnel Services, Inc,",Warehouses-Merchandise,(323) 888-0050,,,,,yellowpage,
Vision Produce Co,"Fruits & Vegetables-Wholesale, Warehouses-Merchandise",(562) 799-9200,InfoLA@visionproduceco.com,http://www.visionproduceco.com/,,"Founded in 1980, Tavilla Sales Company is an Importers and Distributors of Fine Fruits, Vegetables and Specialty Produce Items. Based in Los Angeles, Calif., the company offers a wide range of products, such as jalapeno, red fresno, plantains, passion fruit, lychee, guava, ginger root and many more. Tavilla Sales Company is associated with the Produce Marketing Association, United Fresh Fruit and Vegetable Association, Red Book Credit Services, The Fresh Produce and Floral Council, The United States-Mexico Chamber of Commerce, The Mexican American Grocers Association and Blue Book Services.",yellowpage,
Freight Express Shipping Corp (FESCO),"Cargo & Freight Containers, Container Freight Service, Freight Forwarding",(619) 308-5155,,http://www.fescous.com/,,,yellowpage,
Lauguru Inc,Cold Storage Warehouses,(323) 583-3163,,,,,yellowpage,
All Aboard Mini Storage,"Storage Household & Commercial, Automobile Storage, Boat Storage",(714) 577-8856,,http://allaboard.net/,,,yellowpage,
Cal Freeze Corp.,"Cold Storage Warehouses, Blueprinting, Construction & Building Equipment",(562) 279-1400,cfc@calfreeze.com,,,,yellowpage,
247 Delivers,"Courier & Delivery Service, Delivery Service, Messenger Service",(323) 980-0556,,http://www.247delivers.com/,,,yellowpage,
Citystash Storage,"Self Storage, Cold Storage Warehouses, Storage Household & Commercial",(818) 863-6764,,https://citystash.com/,,,yellowpage,
SoCal Self Storage-Westoaks,"Self Storage, Boat Storage, Boxes-Corrugated & Fiber-Wholesale & Manufacturers",(562) 415-1768,,https://www.socalselfstorage.com/,,"We've been helping the ""movers and shakers"" of Thousand Oaks, North Ranch, and Oakpark declutter their spaces and simplify their lives since 1995.",yellowpage,
Executive Cold Storage,Cold Storage Warehouses,(818) 550-8290,,,,,yellowpage,
Sam's Club,"Supermarkets & Super Stores, Warehouses-Merchandise",(805) 482-5700,,https://www.samsclub.com/,,,yellowpage,
Storage West Fontana,"Storage Household & Commercial, Moving Boxes, Recreational Vehicles & Campers-Storage",(626) 334-7735,,http://www.storagewest.com/contact-us,,"Storage West is committed to providing you with a quality storage experience – we are self storage professionals that care. As part of our commitment to you our valued customer, we have annual in depth training conferences to help our managers be the best in the industry. During these annual conferences we honor those managers that exemplify our commitment to your quality storage experience. Below are some pictures taken throughout the years at these Conferences. If you are looking for a quality storage company with caring committed managers, look no further than Storage West Self Storage! We think our managers are pretty special! Come see why!",yellowpage,
Young in USA,Warehouses-Merchandise,(310) 220-4537,,http://www.lunese.com/Default.asp,,,yellowpage,
Cameo,"Women's Clothing Wholesalers & Manufacturers, Clothing Stores, Warehouses-Merchandise",(424) 208-5736,hotdeals.propertyroom@gmail.com,,,,yellowpage,
Grant & Bownman Inc,Warehouses-Merchandise,(562) 424-5431,,,,,yellowpage,
Homegrown Organic Farms,Cold Storage Warehouses,(951) 787-1936,,https://www.hgofarms.com/,,,yellowpage,
RV & Boat Storage,"Storage Household & Commercial, Boat Storage, Cold Storage Warehouses",(951) 777-4993,,,,,yellowpage,
Storquest Bressi Ranch,"Self Storage, Cold Storage Warehouses, Storage Household & Commercial",(619) 407-0606,,,,,yellowpage,
Marko Zaninovich Inc,Cold Storage Warehouses,(805) 541-7000,,,,,yellowpage,
Seaport Storage Center,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(714) 769-6388,,http://www.seaportstorage.com/,,,yellowpage,
Partners Alliance Cold Storage,Cold Storage Warehouses,(909) 793-5914,,,,,yellowpage,
Four Seasons Apparel Inc,"Jeans, Warehouses-Merchandise",(213) 438-0240,,http://fourseasonsapparel.net/,,"Wholesale Clothing distributor founded in 2003 in CA. We carry one of the largest wholesale inexpensive offerings of closeout and irregular merchandise, as well as first quality products; all from well known leading mills including Gildan, Anvil, Alstyle Apparel, & Yazbek among others.",yellowpage,
"ST Logistics, LLC","Air Cargo & Package Express Service, Local Trucking Service, Logistics",(310) 212-7339,csr@stlogistics.net,http://www.stlogistics.net/,,"ST Logistics is a Southern California asset-based trucking solution provider for Freight Forwarders, Importers, Exporters, and local shippers of dry goods. ST Logistics was founded on the spirit of service first above profits. We have built a reputation on excellence of service, attention to details and integrity relations. Our Team gives life to this philosophy of Service, Presence and Attitude, the DNA of our company culture.This has allowed ST Logistics to grow primarily through client referrals.",yellowpage,
Transload Cargo,Cold Storage Warehouses,(805) 278-8800,info@transloadcargo.com,,,TRANSLOAD cargo provides warehousing and distribution services for exporters. Importers. Loading and unloading. Storage. Inventory. Order processing. Internet order processing. ECOMMERCE. SO much more.,yellowpage,
iStorage San Bernardino,"Storage Household & Commercial, Boat Storage, Cold Storage Warehouses",(323) 726-6811,,https://www.nsastorage.com/storage/california/storage-units-san-bernardino/1155-S-Tippecanoe-Ave-436,,"Find Storage for What Matters Most iStorage has redefined the self storage experience, offering clean, modern facilities and state-of-the-art security to ensure your personal items are protected and safe. iStorage's contemporary facilities offer many exceptional on-site amenities along with great customer service. Our managers and staff go out of their way to serve the needs of our customers, making us one of the best-loved storage providers in the industry. Find space for what matters most at iStorage. - Computerized Gate Access - Drive-up Access to Units - Month to Month Rentals with Convenient Payment Options - No security deposits - Automatic Credit Card Payment - 24/7 Digital Surveillance - Moving Boxes and Packing Supplies - Climate Controlled Units - Courteous On-Site Managers - RV, Trailer, Jet Ski & Boat Storage - Bright, well-lit facilities - Digital surveillance and computer controlled access - Eco-friendly motion-sensor lighting - Extended Access Hours Available - Oversized elevators to access upper floors - Wide hallways for easy moving",yellowpage,
Prime USA Scales,"Balancing Equipment, Engineering Equipment & Supplies, Livestock Equipment & Supplies",(909) 232-2587,sales@primeusascales.com,,,,yellowpage,
M Block and Sons,"Distributing Service-Circular, Sample, Etc, Logistics, Warehouses-Merchandise",(661) 321-9531,,,,,yellowpage,
LS Pallet Rack,"Warehousing-Field, Industrial Equipment & Supplies, Racks",(805) 385-7389,lsracksales@gmail.com,http://www.luoshanus.com/,,"LS Pallet Rack & Warehouse Storage 
  
 We are relocating to a new warehouse very soon, therefore we are hosting this moving Liquidation Sales. 
  
 10% Discount on EVERYTHING INSTALLATION + RACK PERMIT! 
  
 EVERYTHING MUST GO! WHILE SUPPLIES LAST. 
  
 BRAND NEW, High Capacity & GAUGE(5000 lbs), GREAT QUALITY and GOOD looking, California Standard Pallet Racks Promotions, Wholesale Price for Retail Customers!!! 
  
 Plus 
  
 Installation + Rack Permit! 
  
 We are the manufacturer of heavy duty pallet racks and our factory is in Ningbo, China. 
  
  
 We have large quantity of all specs of pallet racks both in stock at our warehouse. 
  
 Check Our Stock: 
  
 BRAND NEW BEAMS: 
  
 8'x4""x1.8mm 
  
 9'x4""x1.8mm 
  
 9'x4.5""x1.8mm 
  
 10'x4""x1.8mm 
  
 10'x4.5""x2mm 
  
 12'x4.5""x2mm 
  
  
 BRAND NEW UPRIGHTS: 
  
 12'x42""x2mmx3""x3"" (5""x8"" footplates) 
  
 16'x42""x2mmx3""x3"" (5""x8"" footplates) 
  
  
 BRAND NEW WIRE DECKING (MESH) 
  
 42""x46"" (gauge 4) 
  
 42""x58"" (gauge 4) 
  
  
  
  
  
 CALL TODAY TO ORDER AND DON'T MISS OUT THIS GREAT CHANCE! 
 CALL @ 909-598-5088 or 626-549-8588 
  
 20470 Yellow Brick Rd, Ste 5B 
 Walnut, CA 91789",yellowpage,
Lineage,Cold Storage Warehouses,(805) 642-7757,KStotelmyre@lineagelogistics.com,http://www.lineagelogistics.com/facilities/cc-riverside,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
A Westside Storage,"Storage Household & Commercial, Boxes-Corrugated & Fiber, Cold Storage Warehouses",(805) 973-5900,,http://www.wsmstorage.com/,,,yellowpage,
Ans Xtreme Performance Inc,"Sporting Goods, Clothing Stores, Sporting Goods-Wholesale & Manufacturers",(909) 230-9286,,http://www.ansxtreme.com/aboutus.asp,,,yellowpage,
Next Generation Logistics Inc.,"Logistics, Freight Forwarding, Warehouses-Merchandise",(209) 239-9200,info@nextgenship.com,http://www.nextgenship.com/,,,yellowpage,
Paloma Spices Inc,"Spices, Warehouses-Merchandise",(626) 806-3532,,http://palomaspices.com/,,,yellowpage,
Family Dollar Warehouse,Warehouses-Merchandise,(323) 567-2482,,,,,yellowpage,
J's LED Power Inc,Warehouses-Merchandise,(805) 684-6776,,,,,yellowpage,
Lineage,Cold Storage Warehouses,(530) 877-6258,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Umina Brothers Inc,"Fruits & Vegetables-Wholesale, Warehouses-Merchandise",(714) 632-9500,umina1@umina.com,http://www.umina.com/,,,yellowpage,
Alta Vista Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses",(425) 882-1111,,,,,yellowpage,
Easton Material Distributor,"Drywall Contractors Equipment & Supplies, Building Materials, Screws-Manufacturers",(714) 340-8483,,,,,yellowpage,
Santa Fe Warehouse,"Self Storage, Storage Household & Commercial, Warehouses-Merchandise",(310) 538-4888,,http://santafewarehouse.com/,,,yellowpage,
Premiere Packaging Industries,"Packaging Service, Warehouses-Merchandise",(951) 296-1062,,https://kellyspicers.com/,,,yellowpage,
Unlimited Trading Co,Warehouses-Merchandise,(707) 469-1406,,,,,yellowpage,
United States Cold Storage,Cold Storage Warehouses,(559) 248-8242,,http://uscold.com/,,,yellowpage,
Best Buys Big and Tall - Online Store,"Clothing Stores, Men's Clothing, Warehouses-Merchandise",(661) 398-5153,,http://www.bestbuysbigandtall.com/,,"Best Buys Big & Tall is an online-only business for big and tall men's clothing - www.bigandtallofoc.com. 
 
 We carry athletic wear, sleepwear/pajamas, casual pants and shirts, denim jeans, underwear, etc., by trusted labels such as Champion, Pennant, Savane, Falcon Bay, Foxfire, Hanes, Chaps, and many more, in Big sizes (3X, 4X, 5X, 6X, 7X, 8X, 9X, 10X) and Tall sizes (2XLT, 3XLT, 4XLT, 5XLT, 6XLT)....all at 15% to 50% off retail prices. 
 
 We know how important comfort is to our valued big and tall customers, so we hand-measure all our garments to ensure that what you ordered, fits! Just refer to the Hand Measurements chart in each listing.
 FAST SHIPPING: Orders are shipped within 24 hours of payment, Monday through Friday, excluding holidays. 
 FREE SHIPPING is offered for USA orders of $79 and over. We accept all major credits and PayPal. 
 
 If you're in the Yorba Linda, CA area, you are more than welcome to come by our warehouse to pick up your order to save on shipping charges. Just give us a call first: (714) 577-8856.
 
 So log on and take a look. We look forward to your visit:
 www.bestbuysbigandtall.com",yellowpage,
2nd Street Beauty - Corporate,"Beauty Salons, Office Buildings & Parks, Warehouses-Merchandise",(310) 329-3883,beautyquestions@2ndstbeauty.com,http://www.2ndstbeauty.com/,,"Established in 1993For two decades, 2nd Street Beauty has been cultivating loyal relationships and attracting new consumers -- from a customer base of nearly one million people living in Long Beach, Los Angeles, and Orange County. Each customer has individual needs, and our personalized attention to each, coupled with the high level of product information and education our staff maintains, means 2nd Street Beauty customers come back again and again. As a family-owned and -operated local business, we know our clientele personally and pride ourselves on maintaining these special relationships. 
  
 2nd Street Beauty brings industry innovative expertise and a diverse selection of premium products to Southern California customers. Owned by the Freeman family with 80 years of dominance in the cosmetics industry, 2nd Street Beauty's reputation and leadership is built around a simple principle: To enhance and compliment the natural beauty of each customer.",yellowpage,
Lineage,"Cold Storage Warehouses, Storage Household & Commercial",(626) 968-2000,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Warehouse Closeout Liquidation,"Cases, Cellular Telephone Equipment & Supplies, Office Furniture & Equipment",(209) 887-1890,closeout168@live.com,,,,yellowpage,
Grass Monkey Holdings,"Internet Marketing & Advertising, Marketing Consultants, Marketing Programs & Services",(805) 238-1990,grassmonkey.marketing@gmail.com,http://grassmonkeyholdings.com/,,"Premiere Orange County Marketing Agency and Internet Marketing firm providing solutions and support in delivering the clients vision. Specializing in company branding, website design, content creation, Search Engine Optimization (SEO), PPC campaign management (SEM), social media management, media productions, merchant and fulfillment services, and more.",yellowpage,
Lucas Logistics,Cold Storage Warehouses,(650) 814-5759,,http://www.lucalogistics.com/,,,yellowpage,
Adolfo Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(209) 942-2323,,https://www.socalselfstorage.com/,,,yellowpage,
Town and Country Moving and Storage,"Movers & Full Service Storage, Cold Storage Warehouses, Movers",(562) 903-1280,,,,,yellowpage,
O'Neill Logistics,"Mail-Order Fulfillment Service, Freight Brokers, Logistics",(805) 466-2225,info@oneilllogistics.com,http://www.oneilllogistics.com/,,,yellowpage,
Mrs May's Naturals,Warehouses-Merchandise,(415) 647-8383,,,,,yellowpage,
US Storage Centers,"Storage Household & Commercial, Automobile Storage, Boat Storage",(213) 628-3201,,https://www.usstoragecenters.com/storage-units/ca/los-angeles/12700-braddock-dr,,,yellowpage,
Pacific International Cold Storage,Cold Storage Warehouses,(858) 997-0525,info@pacificinternationalcoldstorage.com,http://pacificinternationalcoldstorage.com/,,,yellowpage,
Inland Cold Storage,Cold Storage Warehouses,(626) 303-1038,,,,,yellowpage,
auto parts rebuilder LLC,"Automobile Parts & Supplies, Automobile Machine Shop, Automobile Restoration-Antique & Classic",(559) 528-6781,aprpumps@yahoo.com,,,"( We are the Highest Quality Master Re- Manufacturing/restoration Service CO available in the USA Specializing in (Water and Smog Pumps ) for All Makes and Models from A-Z Makes-Models & Years from 1970 Down and some on up Water Pumps for Engine Cooling &Circulating, and Smog/Air Pump for Emissions,",yellowpage,
Ready Box,"Storage Household & Commercial, Cold Storage Warehouses",(530) 242-0200,,,,,yellowpage,
Costco,"Warehouses-Merchandise, General Merchandise-Wholesale, Supermarkets & Super Stores",(661) 837-1322,,http://www.costco.com/warehouse-locations/san-luis-obispo-CA-741.html,,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.",yellowpage,
Conveyor and Storage Solutions,Warehouses-Merchandise,(424) 270-5486,bebe@cssyes.com,https://cssyes.com/,,"At C&SS, we understand that every project has to be fully analyzed in order to find the best storage solution. Through our collective expertise, we can assist in determining benefits in maximizing space, increasing throughput, and managing operation efficiency.",yellowpage,
Industrial Storage Solutions,"Warehouses-Merchandise, Industrial Equipment & Supplies, Industrial Equipment & Supplies-Wholesale",(909) 391-1111,industrialstoragesolution@gmail.com,,,"Industrial Storage Solutions is one of the nation's top new and used industrial pallet storage rack and warehouse shelving dealers. Because of our long history in the industry, we have developed a product line that has been successfully implemented for many years. From standard pallet rack to carton flow to push back, we produce rack systems to increase warehouse productivity. At Industrial Storage Solutions, our team of pallet racking and material handling professionals have proudly served businesses within the community with a tradition of personal service, attention to details and extraordinary results. Allow us the opportunity to prove to you why our customers continue to call us with all of their pallet racking, forklift, and material handling needs.",yellowpage,
Pan-American Banana Warehouse,"Fruit & Vegetable Growers & Shippers, Fruits & Vegetables-Wholesale, Warehouses-Merchandise",(213) 488-8018,vsoto@panamericanbanana.com,,,We are a wholesale distributor of fruit and vegetables in the greater Los Angeles and Orange County area.,yellowpage,
Americas Best Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(310) 605-5197,,,,,yellowpage,
Lineage,Cold Storage Warehouses,(909) 313-3053,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Three Crowns Distributors,"Warehouses-Merchandise, Importers",(510) 234-7867,sales@3cimports.com,http://www.3cimports.com/,,We are a Distilled Spirits Distributor and Importer.,yellowpage,
"A&A Logistics & Transportation, LLC","Inventory Service, Distributing Service-Circular, Sample, Etc, Logistics",(310) 761-1065,aalogisticstrans@att.net,,,,yellowpage,
"Rivet Rack, Inc.","Warehouses-Merchandise, Organizing Services-Household & Business, Racks",(949) 222-0270,,,,,yellowpage,
Pacific Coast Shipping,"Delivery Service, Logistics, Shipping Services",(323) 771-8412,pacificoastshipping@gmail.com,,,,yellowpage,
Western Pre-Cooling,Cold Storage Warehouses,(530) 241-1457,,https://www.westernprecooling.com/,,,yellowpage,
Lineage,Cold Storage Warehouses,(323) 233-4205,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Coast Transfer & Storage,"Storage Household & Commercial, Cold Storage Warehouses, Movers",(323) 278-0094,,http://www.coasttransfer.com/,,"Why we're one of the most trusted long distance moving companies nationwide: Moving with Mayflower makes life easier. You can count on our movers to guide you through the entire process, door to door.",yellowpage,
"Zemarc corp. hydraulics, hoses, fittings","Warehouses-Merchandise, Hose Couplings & Fittings-Wholesale & Manufacturers, Hydraulic Equipment & Supplies",(562) 949-2209,zemarcoxnard@gmail.com,http://zemarc.com/,,Direct distributor of hydraulics and pneumatic components.,yellowpage,
Partners Alliance Cold Storage Inc,Cold Storage Warehouses,(909) 874-4963,,,,,yellowpage,
North Main Storage,"Storage Household & Commercial, Boat Storage, Boxes-Corrugated & Fiber",(619) 384-3551,,http://www.northmainstorage.net/,,"We go the extra mile to meet all of your storage needs. Either by offering you our free truck to move in or by helping you take your merchandise to your car, we will show you the difference between an ordinary and an extraordinary storage facility. We want your storage experience to be easy and efficient. Our knowledgeable storage counselors go through constant training to ensure outstanding service and that your needs are met in the most affordable way. Our goal is to save you TIME AND MONEY! CLIMATE CONTROLLED STORAGE Climate Controlled units keep the temperature between 55 - 85 degrees offering maximum protection for your: Sensitive antiques, heirlooms, valuable art, and photography, Delicate electronic equipment (TV, stereo, computer, etc.) Salesmen's samples, pharmaceutical (required by law) and retail inventory. SECURITY Computer Monitored Access Gate Personal codes given to each tenant to enhance secure access. Digital recorded Video Surveillance System Motion activated digital quality cameras to assist management to protect your valuables. Perimeter Fencing and Outside Lighting For the positive safety of you and your valuables, 2-way Intercom with the Office Easy communication with the office throughout the facility. Individually Alarmed Units Each unit in our facility is individually alarmed to keep your items more secure. WIDE DRIVEWAYS Our driveways are up to 40' wide thus allowing large moving trucks to maneuver throughout our facility with ease. Pleasant Music and Motion-Censored Lighting We want you to have the most comfortable and pleasant experience here at North Main Storage. Let our soothing music and motion censored lighting alleviate some of your moving stress.",yellowpage,
Robs Refrigeration Service,"Refrigerating Equipment-Commercial & Industrial-Servicing, Cold Storage Warehouses, Refrigerators & Freezers-Repair & Service",(619) 955-4570,,,,,yellowpage,
PL Developments Packaging and Distribution Center,Warehouses-Merchandise,(661) 381-6381,,,,,yellowpage,
The Carpinteria Storage Place,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(888) 907-3257,Eldred@uhaul.com,http://www.astorageplace.com/self_storage/Carpinteria_CA/zip_93013/a_storage_place/1565,,"At The Carpinteria Storage Place, our mission is to exceed your customer service expectations. We do this by providing an excellent Carpinteria, California, facility equipped with 24-hour security monitoring and staffed by professionals who care about your belongings as much as you do. Whether youâ??re a busy business owner storing excess inventory or a weekend warrior in need of a place for your outdoor gear between adventures, we can help. Features like month-to-month contracts, online bill payment, and drive-up access 7 days a week make storing at The Carpinteria Storage Place effortless.",yellowpage,
Owens Premier Inc,"Storage Household & Commercial, Cold Storage Warehouses",(626) 337-0010,,http://gourmettrading.net/contact-us,,,yellowpage,
Clark Road Storage,"Self Storage, Automobile Storage, Boat Storage",(408) 432-4806,clarkrdstor@aol.com,https://business.paradisechamber.com/list/member/clark-road-storage-2492,,,yellowpage,
Lorenz & Jones,Warehouses-Merchandise,(909) 794-2100,,http://lorenzandjones.com/,,,yellowpage,
Marymoor Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(310) 215-9993,,https://marymoorss.com/contact-us,,,yellowpage,
Iggnition,"Logistics, Computer Software & Services, Computer Software Publishers & Developers",(951) 849-1102,info@iggnition.com,http://www.iggnition.com/,,,yellowpage,
Convenant Express Corp.,Warehouses-Merchandise,(951) 634-3223,,http://pyexp.com/,,,yellowpage,
SK Logistics,"Packaging Service, Warehouses-Merchandise",(530) 527-5074,,,,,yellowpage,
Tony's Salami & Cheese Fund,Cold Storage Warehouses,(714) 396-5531,,,,,yellowpage,
C S Integrated,Cold Storage Warehouses,(949) 398-8090,,,,,yellowpage,
Sunmet Packing & Cold Storage,Cold Storage Warehouses,(949) 298-7120,,,,,yellowpage,
The Lock Up III,"Self Storage, Automobile Storage, Boat Storage",(562) 637-7700,lock-up@live.com,https://www.thelockupbakersfield.com/self-storage-bakersfield-ca,,"The Lock-Up Self Storage operates three facilities in Bakersfield, California. With convenient locations on Wilson Road, Larson Lane, and Chester Avenue, we’re always just a short drive away. Residents and businesses in Greenfield, Greenacres, Oildale, Edison, and Lamont all make The Lock-Up Self Storage the home for all their storage needs. Whether you’re storing sensitive business documents or your entire house, we have the unit sizes and amenities you’ve been looking for. Call the facility nearest you to learn more about our convenient features and affordable prices!",yellowpage,
Sesco,Warehouses-Merchandise,(626) 282-1009,sesco@sesco-usa.com,,,,yellowpage,
American China Ecommerce,Warehouses-Merchandise,(510) 878-7055,,,,,yellowpage,
Linden Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(909) 657-4493,info@selfstoragetracker.com,http://www.lindenstorage.com/,,,yellowpage,
CWS Beverage,"Storage-Liquid & Bulk, Beverages-Distributors & Bottlers, Cold Storage Warehouses",(530) 403-5322,al@cwsbeverage.com,,,,yellowpage,
Army Street Mini Storage,Cold Storage Warehouses,(619) 661-9851,,,,,yellowpage,
Pacific Bend Inc.,"Warehouses-Merchandise, Industrial Equipment & Supplies-Wholesale, Material Handling Equipment",(909) 335-5817,alexkatiraie@gmail.com,https://pacificbendinc.com/,,"We are leaders in providing absolute full value warehouse services. We take pride in creating personal A+ relationships with our customers, through our excellent services, and high quality materials. That is our promise to you the customer, quality products as well as services, and the best results for warehouse storage, organizing, and any material handling equipment.",yellowpage,
KoldMaster,"Refrigeration Equipment-Parts & Supplies-Wholesale & Manufacturers, Cold Storage Warehouses, Refrigeration Engineers",(661) 725-2585,,,,,yellowpage,
Castle & Cooke Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(909) 906-5888,,,,,yellowpage,
Jt's Merchandise Outlet,Warehouses-Merchandise,(310) 312-0303,merchandiseoutletinc@yahoo.com,http://www.jtsoutletinc.com/,,,yellowpage,
U-Stor-It Mini-Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(760) 880-8804,,,,"* Electronic Gates * Competitive Rates * Sizes To Fit Your Needs - 5x5, 5x10, 10x10, 10x15 *",yellowpage,
Growers Refrigeration Company,Cold Storage Warehouses,(818) 330-9302,,http://www.sfbaycoldstorage.com/,,,yellowpage,
Envios a Mexico (Torres Packing),"Merchandising Service, Packing Materials-Shipping, Shipping Services",(951) 256-4003,,,,"Ofrecemos servicios de empaque y prensado. Enviamos a toda la Republica Mexicana. Servicio seguro y garantizado. Puede encontrar nuestra pagina de Facebook como ""Torres Packing""",yellowpage,
"STARTON, INC.","Warehouses-Merchandise, Art Supplies, Gloves-Work & Industrial",(909) 371-1350,,http://www.startonusa.com/,,"STARTON, INC. IS AN WHOLESALE COMPANY IMPORT FROM TAIWAN, CHINA, JAPAN to USA. WE ARE CARRYING MANY WELL KNOWN BRAND OF CATEGORY LIKE KITCHENWARE, OFFICE SUPPLIES AND ART CRAFT PRODUCTS. WE ARE ALSO HAVE PROFESSIONAL IT TECHNOLOGY TEAM ADN SMT/COB PRODUCTION LINE IN CHINA, WE CAN DO ODM AND OEM FOR YOUR COMPANY. LET'S MAKE OUR WORLD CREATIVE. IF YOU ARE INTERESTED PLEASE CONTACT US (858)997-0525.",yellowpage,
Tech Sales Associates,Warehouses-Merchandise,(760) 754-1154,,,,,yellowpage,
Arctic Cold Storage,Cold Storage Warehouses,(916) 374-8727,,,,"We do all the receiving, storing, fumigation, inventory control and shipping of any fresh produce commodity. Our specialty is table grapes.",yellowpage,
Twin View Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(949) 407-8904,twinview@reddingstorage.com,http://www.twinviewstorage.com/,,Self storage has never been SO easy! twin view storage strives to BE the best public storage facility in redding. Whether your self storage needs are for business or residential purposes. OUR twin VIE.,yellowpage,
Fellers,"Vehicle Wrap Advertising, Warehouses-Merchandise",(831) 536-5756,contact@fellers.com,http://fellers.com/,,,yellowpage,
Freight Logistics Int'l,"Trucking Transportation Brokers, Container Freight Service, Freight Forwarding",(310) 514-1155,,,,,yellowpage,
TOPEX AUTOPARTS WAREHOUSE,"Automobile Parts & Supplies, Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers, Brake Repair",(606) 767-6666,info@xlbrake.us,,,We are a business that provides top quality OEM-style ceramic and semi-metallic brake pads for all vehicles. Customer satisfaction is our number one goal!,yellowpage,
Caporal Foods,Cold Storage Warehouses,(619) 955-7772,,,,,yellowpage,
Tri Cap International,Warehouses-Merchandise,(714) 551-5437,,http://thetrianglegroup.com/,,,yellowpage,
Walmart Distribution Center,Warehouses-Merchandise,(661) 792-1000,,http://walmart.com/,,,yellowpage,
Point Richmond Self Storage,"Automobile Storage, Boat Storage, Cold Storage Warehouses",(951) 360-0880,manager@pointrichmondselfstorage.com,http://www.pointrichmondselfstorage.com/,,Ground level - easy access mini storage units; Free move-in truck available to new customers; Easy i580 access from San Rafael and Marin County; Well lit with 24 hour state-of-the-art security; Professional on-site resident management; Individually alarmed storage units with gated access; Green storage powered with solar-electricity!,yellowpage,
Prime Time Cold Storage,Cold Storage Warehouses,(209) 545-5758,info@primetimecoldstorage.com,http://www.primetimecoldstorage.com/,,,yellowpage,
Sure Save Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(559) 802-3610,,,,,yellowpage,
Mariscos Bahia,Warehouses-Merchandise,(619) 424-9799,,http://www.mbiseafood.com/contact,,"Bring your entire family to our restaurant in Maywood,CA for delicious seafood,made fresh daily. For the freshest and sumptuous tasting seafood let Mariscos Bahia be your destination.We provide wholesale restaurant delivery and home delivery as well. Get in touch with us for amazing seafood at our restaurant and you can also buy fresh fish, shell fish and more at wholesale prices from our seafood warehouse and fresh fish market! Visit our family owned, second generation restaurant for some amazing seafood and meat, made fresh every day. Whether youre looking for a quick bite or a relaxing casual meal, our family and kid-friendly atmosphere is the perfect place to be. What's more, we have home delivery as well. We are serving Maywood, CA with fabulous seafood for the past 45 years. Our locally owned, family run business is a distributor of exceptionally fresh and frozen seafood. You can choose from a unique selection of seafood and you'll be happy to know that we distribute to all types of establishments up and down the West coast of California. You can count on us to provide you with an extensive selection of fresh fish every day. From shell fish to other variety of fish we've got your seafood needs covered. Whats more, we sell it to you at wholesale prices! Our purchasing team sources fresh fish daily to satisfy the growing need for fresh, sustainable and traceable seafood that our customers demand. From Monday to Friday we offer daily seafood specials to our customers. Get in touch with us for all your catering needs. Speak to Mr. Carlos Mendez for a specialized menu. Open on weekends.",yellowpage,
Shasta Economy Storage,"Storage Household & Commercial, Boat Storage, Business Documents & Records-Storage & Management",(909) 307-6043,marianbeith@yahoo.com,,,,yellowpage,
Union Central Cold Storage Ice Dock,Cold Storage Warehouses,(213) 747-1891,,,,,yellowpage,
US Growers Cold Storage Inc,Cold Storage Warehouses,(415) 822-8445,info@usgrowers.com,,,"U.S. Growers Cold Storage provides a range of storage services and maintains more than five warehouses. It offers load consolidation, cross docking and blast freezing services. The company provides storage services for beef and pork. U.S. Growers Cold Storage offers order picking and delivery services. U.S. Growers Cold Storage provides 24-hour emergency assistance and inspection services",yellowpage,
